Accident_ID,Date,Time,City,Latitude,Longitude,Weather,Road_Type,Light_Condition,Vehicle_Type,Speed_Limit,Traffic_Density,Road_Condition,Driver_Age,Driver_Experience,Seatbelt_or_Helmet,Traffic_Violation,Near_School,Near_Hospital,Emergency_Response_Time,Accident_Hotspot,Severity,Injuries,Fatalities
PK-ACC-050261,2024-04-28,09:49,Dera Murad Jamali,28.55892194914214,68.17358484013984,Clear,Rural Road,Night,Motorcycle,40,High,Wet,54,22,Yes,No,Yes,No,8,No,Low,0,0
PK-ACC-050262,2024-01-22,18:19,Rahim Yar Khan,28.328246476214268,70.48110350282953,Clear,Urban Road,Daylight,Motorcycle,80,Medium,Dry,48,14,No,Yes,No,No,43,No,High,3,2
PK-ACC-050263,2024-01-03,18:46,Karachi,24.964495280163593,66.83834906831089,Clear,Highway,Night,Motorcycle,120,High,Wet,31,12,No,Yes,No,No,11,Yes,High,3,3
PK-ACC-050264,2024-04-02,11:22,Mirpur Khas,25.50846492852537,68.96381235857868,Clear,Highway,Daylight,Motorcycle,80,Medium,Dry,68,14,Yes,No,No,No,44,No,Medium,2,0
PK-ACC-050265,2024-02-26,22:54,Lahore Cantt,31.61411462375049,74.42582175022844,Rain,Urban Road,Dusk,Motorcycle,120,Medium,Dry,51,22,No,No,No,No,14,Yes,High,4,1
PK-ACC-050266,2023-08-20,04:30,Jhang,31.105086851451553,72.4988962777435,Rain,Urban Road,Night,Car,60,High,Dry,60,6,No,Yes,No,No,50,No,Medium,2,0
PK-ACC-050267,2024-06-22,10:35,Mardan,34.19093659799093,72.00771810095847,Clear,Highway,Daylight,Bus,60,Medium,Dry,39,17,No,No,No,Yes,12,No,Low,0,0
PK-ACC-050268,2023-12-10,21:40,Lodhran,29.71507431918547,71.87266350046865,Clear,Urban Road,Night,Car,100,Medium,Dry,27,0,No,No,No,No,7,No,Medium,1,0
PK-ACC-050269,2024-12-20,14:53,Attock,33.84339852450727,72.25231527844242,Fog,Rural Road,Daylight,Motorcycle,40,Medium,Dry,62,6,No,No,No,No,13,Yes,Medium,1,0
PK-ACC-050270,2023-05-18,13:14,Khanewal,30.29784553259307,72.24211092813223,Storm,Urban Road,Daylight,Motorcycle,40,Medium,Under Construction,69,20,No,No,No,No,24,No,High,3,2
PK-ACC-050271,2024-01-09,05:13,Gujranwala,32.239833255738645,74.0977888709295,Clear,Highway,Daylight,Car,120,Medium,Dry,52,4,No,No,No,No,16,Yes,High,3,1
PK-ACC-050272,2024-03-12,20:54,Karachi,24.8510738311749,67.31870512802439,Clear,Urban Road,Night,Car,80,Low,Wet,66,15,No,Yes,Yes,No,24,No,Medium,4,0
PK-ACC-050273,2023-06-04,12:34,Peshawar,34.06507683030019,71.6086867459497,Storm,Highway,Daylight,Car,60,Medium,Under Construction,46,15,No,No,No,Yes,25,No,Medium,2,0
PK-ACC-050274,2024-06-02,05:05,Isakhel,32.74047634055331,71.43762502763214,Fog,Highway,Night,Car,60,Medium,Dry,31,3,No,Yes,No,No,17,No,High,4,1
PK-ACC-050275,2023-04-25,05:36,Rahim Yar Khan,28.234087235205617,70.56828440633821,Rain,Highway,Night,Motorcycle,100,Medium,Dry,45,4,No,No,No,No,20,No,High,2,2
PK-ACC-050276,2023-04-02,15:05,Attock,33.91746226377461,72.1932709163045,Clear,Highway,Dawn,Car,40,Low,Dry,27,2,No,No,No,No,9,No,Low,0,0
PK-ACC-050277,2023-12-12,16:00,Mianwali,32.4220614312786,71.83124302740215,Clear,Highway,Night,Motorcycle,60,Medium,Dry,57,10,No,No,No,No,8,No,Medium,2,0
PK-ACC-050278,2024-08-16,14:38,Khanewal,30.270018101852582,72.02384715172255,Storm,Urban Road,Night,Car,120,Medium,Dry,49,20,No,No,Yes,No,12,No,High,2,1
PK-ACC-050279,2024-06-08,02:55,Khuzdar,27.814537799282135,66.58095501660301,Clear,Motorway,Daylight,Motorcycle,40,High,Dry,34,6,Yes,No,No,No,16,No,Low,1,0
PK-ACC-050280,2024-08-06,18:34,Hub,25.0312705262719,66.85676415200281,Storm,Motorway,Daylight,Car,100,Medium,Dry,58,6,No,Yes,No,No,19,No,High,2,2
PK-ACC-050281,2023-04-01,20:50,Jand,33.25708592962616,72.17591659690964,Clear,Urban Road,Dusk,Car,60,Medium,Dry,46,0,Yes,Yes,No,No,9,No,Low,0,0
PK-ACC-050282,2024-11-30,04:54,Khanewal,30.282540161609596,72.07576240140571,Storm,Urban Road,Daylight,Car,60,High,Dry,35,9,No,No,No,No,17,Yes,Low,1,0
PK-ACC-050283,2024-02-02,23:57,Dera Ghazi Khan,30.032299314976633,70.54995699459909,Clear,Urban Road,Daylight,Car,40,Low,Dry,51,5,Yes,No,No,Yes,17,No,Low,0,0
PK-ACC-050284,2023-04-15,18:00,Naushera,32.541551499819775,72.04556098040442,Clear,Urban Road,Daylight,Bus,120,Low,Under Construction,19,0,No,No,No,No,10,No,High,4,2
PK-ACC-050285,2024-08-18,20:59,Peshawar,33.961419474733155,71.51073127924397,Clear,Urban Road,Daylight,Car,80,Medium,Dry,57,29,No,Yes,Yes,No,31,No,Medium,2,0
PK-ACC-050286,2024-06-23,07:33,Hafizabad,32.00980506804077,73.61754161127364,Clear,Urban Road,Daylight,Motorcycle,120,High,Dry,22,4,No,No,No,No,25,No,High,4,1
PK-ACC-050287,2023-10-06,05:40,Loralai,30.357578153339336,68.60636723161966,Clear,Rural Road,Daylight,Motorcycle,60,Medium,Wet,65,25,Yes,Yes,No,No,20,No,Medium,2,0
PK-ACC-050288,2023-01-12,12:06,Shikarpur,27.948751857176088,68.67362860160058,Clear,Highway,Night,Car,80,Medium,Dry,55,11,Yes,Yes,No,Yes,22,No,Medium,1,0
PK-ACC-050289,2023-11-03,00:32,Summundri,31.077946508118156,72.87957116318687,Clear,Highway,Daylight,Van,60,High,Dry,35,11,No,Yes,No,No,26,No,Low,0,0
PK-ACC-050290,2023-12-30,01:14,Hub,24.995025089147017,66.86664452324088,Rain,Motorway,Daylight,Car,100,Medium,Wet,19,0,Yes,No,Yes,No,20,Yes,Medium,2,0
PK-ACC-050291,2024-10-23,01:06,Bahawalnagar,30.053380222441728,73.35998254621786,Fog,Urban Road,Daylight,Truck,80,Low,Wet,60,37,Yes,No,No,No,5,No,Low,0,0
PK-ACC-050292,2023-11-14,18:45,Kohat,33.61513892607566,71.48400119806725,Clear,Motorway,Daylight,Motorcycle,100,Medium,Dry,38,9,No,No,No,No,7,No,Medium,1,0
PK-ACC-050293,2024-06-21,06:24,Bahawalnagar,29.982192292185303,73.22783557239688,Storm,Rural Road,Night,Van,60,Medium,Dry,35,1,No,No,Yes,No,21,No,Medium,2,0
PK-ACC-050294,2023-08-02,09:09,Bahawalpur,29.552978959175206,71.61030563042142,Clear,Urban Road,Night,Car,100,High,Dry,24,0,No,Yes,No,No,10,No,Medium,1,0
PK-ACC-050295,2023-11-10,09:37,Bahawalnagar,29.8627156220832,73.27643498692528,Rain,Motorway,Dawn,Car,40,Medium,Dry,30,11,No,No,No,No,13,Yes,Low,0,0
PK-ACC-050296,2024-03-30,15:34,Mirpur Khas,25.559469449330905,68.97034746475819,Rain,Urban Road,Daylight,Motorcycle,60,High,Wet,60,1,No,No,No,No,10,No,Medium,4,0
PK-ACC-050297,2024-02-03,19:26,Mirpur Khas,25.55256507144111,68.97360760026409,Clear,Urban Road,Daylight,Car,60,Medium,Wet,47,23,Yes,No,No,No,6,No,Low,0,0
PK-ACC-050298,2023-08-10,07:51,Mansehra,34.36923812411576,73.19019741097131,Clear,Urban Road,Daylight,Motorcycle,120,High,Dry,34,3,Yes,No,No,Yes,13,No,Medium,2,0
PK-ACC-050299,2024-08-02,08:54,Muzaffargarh,29.941284072350744,71.27791268960716,Clear,Rural Road,Daylight,Car,80,Low,Dry,20,2,Yes,No,No,No,24,Yes,Low,0,0
PK-ACC-050300,2023-09-19,09:59,Lahore Cantt,31.521513159434587,74.44269257440195,Clear,Urban Road,Night,Motorcycle,120,Medium,Dry,62,18,No,No,No,No,13,Yes,High,3,1
PK-ACC-050301,2024-05-10,17:20,D.G Khan (Tribal Area),30.450669310742043,69.91732236410385,Clear,Motorway,Night,Car,60,Medium,Dry,19,0,No,No,Yes,Yes,15,No,Low,0,0
PK-ACC-050302,2024-09-14,15:30,Fateh Jang,33.40734052721929,72.87334641887809,Clear,Urban Road,Daylight,Van,40,Medium,Wet,35,4,Yes,No,No,No,11,Yes,Low,0,0
PK-ACC-050303,2023-05-10,01:55,Murree,33.94611934938773,73.54257295395486,Rain,Urban Road,Night,Truck,100,Low,Wet,21,1,Yes,Yes,No,Yes,15,No,High,3,1
PK-ACC-050304,2023-06-08,18:29,Kahuta,33.371529605907995,73.52560649160051,Rain,Motorway,Daylight,Motorcycle,40,High,Dry,44,24,Yes,Yes,Yes,Yes,6,No,Medium,2,0
PK-ACC-050305,2023-10-18,16:28,Fateh Jang,33.64013536828021,72.54295730376876,Fog,Rural Road,Night,Motorcycle,80,Medium,Dry,33,3,Yes,No,No,No,21,Yes,High,6,1
PK-ACC-050306,2024-06-26,03:08,Lahore City,31.59307955086268,74.4069567833244,Clear,Urban Road,Night,Motorcycle,80,Medium,Dry,70,29,Yes,No,No,No,15,Yes,Medium,1,0
PK-ACC-050307,2023-03-30,18:01,Karachi,25.124502175455213,66.68513259445731,Clear,Urban Road,Night,Car,60,High,Dry,45,19,Yes,No,No,No,18,No,Low,0,0
PK-ACC-050308,2023-11-28,17:01,Kamoke,31.884290997303943,74.40798568036247,Clear,Rural Road,Dawn,Car,60,High,Dry,43,24,No,Yes,Yes,No,41,No,Medium,1,0
PK-ACC-050309,2024-09-21,17:26,Faisalabad Sadar,31.510449843521208,72.9679510097484,Storm,Motorway,Night,Motorcycle,40,Low,Dry,54,23,Yes,Yes,No,No,11,No,High,2,1
PK-ACC-050310,2024-05-20,02:51,Taxila,33.689913974441566,72.79621600572018,Clear,Highway,Dusk,Van,40,Low,Dry,57,22,Yes,No,No,No,12,No,Low,0,0
PK-ACC-050311,2023-05-10,14:51,Nowshera,34.02012388149415,71.9973072238735,Rain,Urban Road,Daylight,Motorcycle,60,Low,Dry,51,5,No,No,No,Yes,9,Yes,Low,0,0
PK-ACC-050312,2023-07-26,14:13,Mianwali,32.804046806442884,71.41085889771769,Clear,Highway,Dusk,Car,40,Medium,Under Construction,57,17,Yes,Yes,Yes,No,21,No,Medium,1,0
PK-ACC-050313,2023-12-26,00:04,Nawabshah,26.27942645438404,68.39866032177731,Clear,Rural Road,Night,Motorcycle,100,Medium,Wet,30,7,No,No,No,No,8,Yes,High,2,1
PK-ACC-050314,2023-02-28,02:56,Dera Ismail Khan,31.793039513704823,70.91459029606895,Rain,Highway,Daylight,Car,40,Medium,Dry,58,38,No,No,No,No,31,No,Low,0,0
PK-ACC-050315,2023-04-06,13:31,Shikarpur,27.9272844683715,68.64628779476399,Clear,Rural Road,Daylight,Motorcycle,40,Medium,Dry,24,6,No,No,No,No,25,Yes,Low,1,0
PK-ACC-050316,2023-09-03,11:37,Chaman,30.94802600182225,66.45366051250532,Clear,Motorway,Dusk,Truck,60,Low,Dry,62,32,Yes,No,No,No,17,Yes,Low,1,0
PK-ACC-050317,2024-04-03,19:49,Hazro,33.93464027489162,72.33192742688166,Rain,Urban Road,Night,Truck,100,Low,Dry,38,10,No,No,No,No,17,No,High,4,2
PK-ACC-050318,2023-05-25,08:47,Sibi,29.553455058619328,67.87946254908789,Clear,Highway,Daylight,Motorcycle,100,Medium,Dry,61,7,No,No,No,No,22,No,High,3,1
PK-ACC-050319,2023-11-06,02:44,Khuzdar,27.79352908825879,66.5764695584045,Clear,Highway,Daylight,Car,40,Low,Dry,65,25,No,Yes,No,No,17,No,Low,1,0
PK-ACC-050320,2024-09-28,10:49,Sibi,29.579803860871213,67.8968824398664,Clear,Urban Road,Daylight,Truck,60,High,Dry,58,36,No,Yes,No,No,17,No,Medium,1,0
PK-ACC-050321,2024-06-17,09:10,Charsadda,34.12303709614977,71.72778704680184,Clear,Urban Road,Dawn,Van,60,Low,Dry,66,32,No,No,No,No,9,No,Low,0,0
PK-ACC-050322,2024-01-16,07:09,Isakhel,32.788807059178595,71.16475941420367,Clear,Motorway,Daylight,Motorcycle,40,Low,Dry,36,12,Yes,No,No,No,13,No,Low,0,0
PK-ACC-050323,2023-12-19,15:43,Faisalabad City,31.472302438232074,73.10479869455206,Clear,Highway,Dawn,Car,60,Medium,Dry,20,1,Yes,No,No,No,18,Yes,Low,1,0
PK-ACC-050324,2023-10-12,10:59,Khuzdar,27.81070594257853,66.59241829761794,Clear,Urban Road,Daylight,Car,100,Low,Dry,66,36,Yes,Yes,No,Yes,10,No,Low,0,0
PK-ACC-050325,2024-12-19,09:53,Khushab,32.37543962460232,72.39369314253348,Clear,Motorway,Night,Car,60,Low,Under Construction,34,12,Yes,No,No,No,21,No,Low,0,0
PK-ACC-050326,2024-05-16,22:11,Loralai,30.35016846757404,68.63690819802993,Clear,Urban Road,Night,Motorcycle,60,High,Dry,58,7,No,Yes,No,No,20,No,Medium,2,0
PK-ACC-050327,2023-09-15,10:40,Jhang,31.154331633723665,72.37080770590791,Storm,Motorway,Daylight,Van,80,Medium,Dry,50,18,Yes,Yes,Yes,No,15,Yes,High,3,1
PK-ACC-050328,2023-02-21,23:37,Lodhran,29.40105330658376,71.81196096103423,Clear,Urban Road,Night,Motorcycle,80,High,Under Construction,64,43,No,No,No,No,12,No,High,5,1
PK-ACC-050329,2024-07-03,16:39,Murree,33.835610836877976,73.414081405997,Clear,Highway,Night,Bus,40,High,Dry,56,18,No,Yes,Yes,No,36,No,Medium,2,0
PK-ACC-050330,2024-10-26,18:05,Jahanian,30.2664891299203,72.14118279814647,Rain,Urban Road,Night,Car,60,Low,Dry,43,6,No,Yes,No,No,24,No,Medium,2,0
PK-ACC-050331,2023-08-04,17:47,Khuzdar,27.79841023629958,66.62128530075586,Fog,Motorway,Night,Motorcycle,100,Medium,Under Construction,39,21,Yes,Yes,No,No,30,No,High,4,1
PK-ACC-050332,2024-03-21,23:35,Attock,33.69902806326437,72.45976775332615,Fog,Highway,Night,Car,60,Low,Dry,58,14,No,Yes,No,No,28,Yes,High,2,1
PK-ACC-050333,2023-08-11,07:38,Rawalpindi,33.78107123400602,72.9133098794122,Clear,Highway,Daylight,Car,40,Medium,Dry,49,4,Yes,No,Yes,No,19,No,Low,0,0
PK-ACC-050334,2024-10-16,07:17,Kasur,31.01343666006523,74.380041469041,Rain,Rural Road,Night,Motorcycle,60,High,Dry,26,6,Yes,No,No,No,18,No,Low,0,0
PK-ACC-050335,2023-04-15,15:58,Jaranwala,31.2550869546126,73.6948356378889,Clear,Highway,Dawn,Car,40,Medium,Dry,57,22,No,No,No,No,17,No,Low,0,0
PK-ACC-050336,2024-06-05,22:39,Mansehra,34.359507136960545,73.1917641899308,Rain,Motorway,Dusk,Car,40,High,Dry,25,4,Yes,No,No,No,14,No,Low,0,0
PK-ACC-050337,2024-01-18,13:18,Jacobabad,28.292912844370623,68.42236214715636,Clear,Urban Road,Daylight,Car,60,Low,Dry,30,0,No,No,No,No,9,No,Low,0,0
PK-ACC-050338,2023-04-24,06:38,Leiah (Layyah),30.953844841555075,71.21652648006521,Clear,Highway,Night,Car,100,Medium,Dry,51,13,No,Yes,No,No,39,No,High,4,2
PK-ACC-050339,2023-03-10,02:12,Chaman,30.93331609428229,66.40562727199622,Clear,Urban Road,Night,Car,40,Medium,Wet,43,23,No,No,No,Yes,13,No,Low,0,0
PK-ACC-050340,2023-12-31,04:47,Wazirabad,32.46113917957783,74.35618114637701,Clear,Motorway,Daylight,Truck,80,High,Wet,30,10,No,Yes,No,No,14,No,High,4,3
PK-ACC-050341,2023-02-13,05:42,Kasur,30.980750608480726,74.57454895572444,Clear,Motorway,Night,Car,80,Medium,Wet,39,21,Yes,Yes,No,No,23,Yes,Medium,3,0
PK-ACC-050342,2024-11-11,20:43,Jahanian,30.272591972335658,71.902470322992,Clear,Motorway,Dusk,Car,40,Low,Dry,46,5,Yes,No,Yes,No,12,Yes,Low,0,0
PK-ACC-050343,2023-07-30,03:10,Leiah (Layyah),31.002535058838202,71.30259294903256,Clear,Highway,Daylight,Motorcycle,40,High,Dry,23,2,No,No,No,No,8,No,Low,0,0
PK-ACC-050344,2023-10-03,23:29,Hafizabad,32.11637008954038,73.71338667770216,Clear,Urban Road,Daylight,Motorcycle,40,High,Dry,31,2,No,No,No,No,6,Yes,Low,0,0
PK-ACC-050345,2023-04-17,08:05,Pindi Gheb,33.313560265712816,72.04986173288081,Clear,Rural Road,Night,Motorcycle,60,Low,Dry,37,7,Yes,No,No,No,5,No,Low,1,0
PK-ACC-050346,2024-04-23,20:12,Dunyapur,29.93228657400738,71.91204567314699,Clear,Urban Road,Daylight,Truck,40,Medium,Dry,64,31,No,Yes,No,No,7,Yes,Medium,2,0
PK-ACC-050347,2024-11-09,03:07,Kabirwala,30.542150225960295,71.88515319573621,Fog,Rural Road,Daylight,Motorcycle,40,Medium,Wet,33,4,Yes,Yes,No,No,21,No,Medium,1,0
PK-ACC-050348,2023-07-24,08:31,Charsadda,34.13973986190794,71.74896383851583,Rain,Rural Road,Daylight,Car,40,Low,Wet,48,28,No,No,No,No,12,No,Low,0,0
PK-ACC-050349,2023-04-29,09:55,Turbat,25.995644175161736,63.01386239163258,Clear,Urban Road,Daylight,Motorcycle,100,Medium,Dry,42,21,Yes,No,No,No,11,No,Low,0,0
PK-ACC-050350,2024-04-30,02:18,Swabi,34.15064441422687,72.47866911843651,Clear,Motorway,Night,Car,120,Medium,Dry,52,18,Yes,No,No,No,18,No,Medium,2,0
PK-ACC-050351,2023-04-19,20:38,Chishtian,29.97039952984046,72.9374378303423,Clear,Urban Road,Daylight,Motorcycle,120,Medium,Dry,31,9,No,Yes,No,Yes,26,No,High,3,1
PK-ACC-050352,2024-03-29,01:23,Nowshera,34.0035039149603,71.94581583775904,Clear,Highway,Daylight,Motorcycle,40,Medium,Dry,36,7,No,Yes,Yes,Yes,11,No,Medium,1,0
PK-ACC-050353,2023-08-27,21:27,Kahror Pacca,29.68653964413241,72.13649108994383,Fog,Urban Road,Daylight,Bus,40,High,Dry,34,14,No,Yes,No,No,20,No,Medium,1,0
PK-ACC-050354,2023-01-08,16:27,Hyderabad,25.320932300841772,68.28829237912262,Clear,Urban Road,Daylight,Car,40,Medium,Under Construction,18,0,No,No,Yes,Yes,11,No,Low,1,0
PK-ACC-050355,2024-05-26,09:12,Piplan,32.270556611072315,71.21549052544968,Clear,Urban Road,Daylight,Motorcycle,60,Medium,Dry,60,25,Yes,No,No,No,8,Yes,Low,1,0
PK-ACC-050356,2023-02-12,00:51,Leiah (Layyah),30.962161503015825,70.92949889995708,Clear,Urban Road,Night,Motorcycle,60,Medium,Dry,70,19,Yes,No,No,No,7,No,Low,0,0
PK-ACC-050357,2024-01-29,22:25,Swabi,34.11354872551673,72.4537970738459,Clear,Highway,Daylight,Bus,60,Medium,Dry,18,0,No,No,No,No,18,Yes,Medium,3,0
PK-ACC-050358,2023-05-12,03:36,Summundri,31.12823425887171,72.93945325100488,Clear,Highway,Daylight,Motorcycle,40,Low,Dry,61,20,Yes,No,No,No,5,No,Low,0,0
PK-ACC-050359,2024-12-18,05:13,Bahawalnagar,29.86668247304224,73.35441574654845,Clear,Highway,Daylight,Van,40,Medium,Wet,30,6,No,No,No,No,7,No,Low,0,0
PK-ACC-050360,2024-01-29,12:52,Swabi,34.13404058091828,72.45336776114497,Fog,Motorway,Night,Truck,60,High,Dry,32,6,Yes,No,No,No,27,No,Medium,1,0
PK-ACC-050361,2024-07-11,15:27,Khuzdar,27.774542726410047,66.64525694928047,Rain,Urban Road,Night,Motorcycle,40,Medium,Dry,32,3,No,Yes,No,No,23,No,High,3,1
PK-ACC-050362,2023-07-17,05:24,Jacobabad,28.25649957120874,68.40485027333928,Clear,Urban Road,Night,Car,120,Medium,Wet,27,5,No,No,No,No,27,Yes,High,3,0
PK-ACC-050363,2024-04-08,18:54,Pindi Gheb,33.07024773480313,72.55661301331683,Fog,Urban Road,Daylight,Car,100,Medium,Dry,66,48,No,No,No,No,27,No,Medium,1,0
PK-ACC-050364,2023-05-01,12:47,Jahanian,30.241964380507596,71.96538700486153,Rain,Urban Road,Night,Bus,40,Medium,Wet,28,3,No,No,No,No,51,Yes,Medium,1,1
PK-ACC-050365,2023-10-27,07:42,Khanewal,30.357913456320997,71.84278652777368,Clear,Urban Road,Daylight,Truck,40,Medium,Dry,55,36,Yes,No,No,No,5,No,Low,2,0
PK-ACC-050366,2023-08-08,14:56,Fort Abbas,29.04881932156445,72.60242092637147,Clear,Rural Road,Night,Car,80,Medium,Dry,50,4,No,No,No,No,6,No,Low,1,0
PK-ACC-050367,2023-04-04,22:34,Bahawalnagar,29.9675040305395,73.33999365734323,Clear,Rural Road,Night,Car,80,High,Dry,35,10,No,No,Yes,No,14,No,Low,0,0
PK-ACC-050368,2023-10-19,02:03,D.G Khan (Tribal Area),29.931040851238055,70.06009363510378,Fog,Urban Road,Dawn,Motorcycle,80,High,Wet,41,12,No,Yes,No,No,29,No,High,3,1
PK-ACC-050369,2023-06-02,11:11,Gwadar,25.163805227367238,62.39786993182994,Clear,Highway,Daylight,Car,40,Low,Dry,58,19,Yes,Yes,No,No,15,No,Low,1,0
PK-ACC-050370,2024-06-08,22:03,Gwadar,25.1029767960533,62.41525658428129,Clear,Highway,Daylight,Car,60,Medium,Dry,54,1,Yes,No,No,No,14,No,Low,1,0
PK-ACC-050371,2024-12-19,04:33,Abbottabad,34.16507459607,73.258929711475,Clear,Urban Road,Daylight,Car,40,Medium,Dry,70,36,Yes,No,No,No,21,No,Low,0,0
PK-ACC-050372,2024-02-26,15:21,Khanewal,30.181155361413868,72.19037221380238,Fog,Urban Road,Night,Car,60,Low,Dry,19,1,Yes,Yes,No,No,15,No,Medium,1,0
PK-ACC-050373,2023-06-07,17:23,Attock,33.680781917762424,72.17909691347396,Rain,Highway,Daylight,Car,60,Medium,Dry,35,12,No,Yes,No,No,12,No,Medium,2,0
PK-ACC-050374,2023-09-27,10:06,Bahawalpur,29.455451521776972,71.89657056699161,Rain,Rural Road,Dusk,Truck,120,Medium,Dry,39,14,No,No,No,No,22,Yes,High,2,1
PK-ACC-050375,2024-08-02,10:51,Mian Channu,30.57282641297947,72.39381650940739,Clear,Urban Road,Night,Motorcycle,60,High,Dry,51,22,No,Yes,No,No,22,No,Medium,2,0
PK-ACC-050376,2023-09-14,03:51,Nawabshah,26.202117006526993,68.4161001179739,Clear,Highway,Night,Motorcycle,60,High,Dry,29,5,Yes,No,No,No,14,No,Low,0,0
PK-ACC-050377,2024-12-01,03:19,Kotli Sattian,33.62563761581544,73.53801302210046,Clear,Highway,Night,Motorcycle,40,High,Wet,57,28,Yes,Yes,No,No,18,No,Medium,2,0
PK-ACC-050378,2024-05-29,20:51,Gujar Khan,33.37669232696237,73.1567273201014,Clear,Highway,Daylight,Motorcycle,120,High,Wet,63,36,Yes,Yes,Yes,No,35,No,High,3,3
PK-ACC-050379,2023-08-25,05:21,Lahore Cantt,31.446616876329177,74.4171991220206,Storm,Highway,Night,Car,40,High,Dry,46,27,Yes,No,No,No,6,No,Low,0,0
PK-ACC-050380,2024-03-20,02:59,Attock,33.891567987919316,72.34489838802877,Clear,Highway,Daylight,Car,60,Low,Wet,26,8,No,No,No,No,15,No,Low,0,0
PK-ACC-050381,2024-10-05,11:45,Khairpur,27.535296170930707,68.77892902261699,Clear,Motorway,Night,Motorcycle,80,Low,Dry,68,20,No,No,No,No,12,No,High,3,1
PK-ACC-050382,2023-06-20,00:40,Multan City,30.187347621501097,71.48554453021234,Clear,Urban Road,Daylight,Motorcycle,100,High,Dry,40,12,No,No,No,No,8,No,Medium,1,0
PK-ACC-050383,2023-09-27,20:09,Liaqatpur,28.879574942356125,71.26447603372347,Rain,Urban Road,Night,Car,120,Low,Wet,35,5,No,No,No,No,15,Yes,High,5,1
PK-ACC-050384,2024-08-23,05:28,Kotli Sattian,33.826347611817184,73.50333016988064,Clear,Urban Road,Night,Motorcycle,60,Medium,Dry,52,33,No,No,No,No,5,No,Low,0,0
PK-ACC-050385,2024-09-06,19:37,Bahawalpur,29.443642114764753,71.61906275016712,Clear,Urban Road,Daylight,Car,40,Medium,Dry,20,1,No,No,No,No,28,Yes,Low,0,0
PK-ACC-050386,2024-09-28,06:32,Hub,25.027208856039646,66.88491398395254,Clear,Highway,Dusk,Motorcycle,40,Medium,Dry,65,46,Yes,Yes,No,No,18,No,Medium,1,0
PK-ACC-050387,2023-03-08,12:16,Bahawalnagar,29.994084613988445,73.31290462219552,Rain,Urban Road,Daylight,Motorcycle,60,Medium,Dry,48,28,Yes,No,No,No,26,No,Low,1,0
PK-ACC-050388,2023-01-08,08:15,Khuzdar,27.82869636615706,66.60720398932253,Clear,Urban Road,Dusk,Motorcycle,120,Low,Dry,40,16,Yes,Yes,No,No,7,No,High,6,2
PK-ACC-050389,2024-07-09,06:39,Sangla Hill,31.754390285673043,73.7209143480736,Storm,Highway,Night,Car,80,Medium,Dry,20,0,No,No,No,No,28,No,High,3,1
PK-ACC-050390,2024-03-23,21:40,Quetta,30.237601472868384,66.96816974675117,Clear,Urban Road,Daylight,Van,80,Medium,Dry,67,9,Yes,No,No,No,20,No,Low,0,0
PK-ACC-050391,2023-05-15,04:51,Quetta,30.222929836117952,67.04980993561297,Clear,Urban Road,Night,Car,80,Medium,Dry,23,0,No,No,No,No,13,No,Low,0,0
PK-ACC-050392,2023-01-25,11:49,Mansehra,34.32423668970904,73.17748202743263,Clear,Urban Road,Daylight,Motorcycle,40,Medium,Dry,19,1,No,No,No,No,11,No,Low,0,0
PK-ACC-050393,2024-04-09,13:58,Nowshera Virkan,32.070589695943006,73.95425085912098,Clear,Rural Road,Daylight,Motorcycle,60,Medium,Under Construction,49,4,No,Yes,No,No,17,No,High,3,3
PK-ACC-050394,2024-01-09,11:26,Quetta,30.268847233361747,66.98457549489434,Clear,Urban Road,Dusk,Bus,60,High,Dry,67,18,No,Yes,No,No,16,Yes,Medium,1,0
PK-ACC-050395,2023-07-15,21:48,Zhob,31.34004026480352,69.44251807412266,Clear,Urban Road,Night,Car,60,Low,Dry,44,8,Yes,No,No,No,12,No,Low,0,0
PK-ACC-050396,2024-12-04,21:09,Hasilpur,29.55242753881702,72.74535914754019,Clear,Urban Road,Night,Motorcycle,80,Medium,Dry,63,45,Yes,No,No,Yes,9,No,Low,0,0
PK-ACC-050397,2024-02-06,05:19,Bahawalpur,29.311394014795244,71.86365303992102,Clear,Urban Road,Daylight,Car,40,High,Wet,24,2,No,Yes,No,No,15,No,Low,0,0
PK-ACC-050398,2023-05-02,14:48,Jaranwala,31.382391071163052,73.61744903414228,Clear,Urban Road,Dawn,Motorcycle,120,Low,Under Construction,62,24,Yes,No,No,No,15,No,High,2,2
PK-ACC-050399,2024-07-12,23:26,Piplan,32.36393174498373,71.38937883716665,Clear,Urban Road,Daylight,Motorcycle,40,Medium,Wet,67,19,Yes,No,Yes,No,21,No,Low,2,0
PK-ACC-050400,2023-07-28,18:04,Jand,33.36031806371908,71.92901748212762,Clear,Urban Road,Night,Motorcycle,60,High,Dry,38,19,No,No,No,No,31,Yes,Medium,3,0
PK-ACC-050401,2023-10-28,11:50,Taxila,33.712859736974046,72.74203641820905,Clear,Urban Road,Daylight,Motorcycle,60,Medium,Dry,60,25,No,No,No,No,17,Yes,Low,0,0
PK-ACC-050402,2024-08-23,19:08,Kallar Sayaddan,33.36748178098089,73.35237947297975,Clear,Urban Road,Daylight,Motorcycle,120,Medium,Dry,62,9,Yes,No,No,No,56,No,High,3,1
